booking_id,room_id,price_at_booking,number_of_rooms
5430,5,113.0,1
5431,3,62.4,1
5432,3,74.33,1
5433,2,46.98,1
5434,7,123.0,1
5435,5,113.0,1
5436,3,108.67,1
5437,4,120.33,1
5438,3,82.67,1
5439,2,84.0,1
5440,2,84.0,1
5441,2,84.0,1
5442,2,84.0,1
5443,4,95.0,1
5444,2,84.0,1
5445,2,84.0,1
5446,2,84.0,1
5447,3,65.7,1
5448,2,84.0,1
5449,2,84.0,1
5450,3,117.0,1
5451,2,84.0,1
5452,3,65.7,1
5453,2,84.0,1
5454,2,47.0,1
5455,3,58.0,1
5456,2,39.0,1
5457,2,47.0,1
5458,2,39.0,1
5459,2,46.0,1
5460,2,46.0,1
5461,3,58.0,1
5462,3,58.0,1
5463,4,70.0,1
5464,2,47.0,1
5465,2,47.0,1
5466,2,60.0,1
5467,3,58.0,1
5468,3,58.0,1
5469,3,58.0,1
5470,2,46.0,1
5471,2,46.0,1
5472,2,46.0,1
5473,2,46.0,1
5474,2,46.0,1
5475,2,46.0,1
5476,3,58.0,1
5477,4,88.0,1
5478,2,40.0,1
5479,2,52.2,1
5480,4,79.2,1
5481,2,44.1,1
5482,3,80.0,1
5483,3,80.0,1
5484,4,85.0,1
5485,3,75.0,1
5486,3,80.0,1
5487,4,82.5,1
5488,2,85.0,1
5489,2,86.0,1
5490,4,127.0,1
5491,2,86.0,1
5492,2,85.0,1
5493,2,85.0,1
5494,3,77.5,1
5495,2,85.0,1
5496,5,178.0,1
5497,3,91.0,1
5498,2,86.0,1
5499,2,85.0,1
5500,2,85.0,1
5501,2,85.0,1
5502,2,85.0,1
5503,2,86.0,1
5504,4,127.0,1
5505,2,48.06,1
5506,2,85.0,1
5507,4,100.0,1
5508,2,52.2,1
5509,2,44.1,1
5510,2,52.2,1
5511,4,93.57,1
5512,2,64.83,1
5513,7,136.0,1
5514,4,93.57,1
5515,2,46.98,1
5516,2,46.98,1
5517,2,37.4,1
5518,2,42.3,1
5519,3,65.7,1
5520,3,65.7,1
5521,2,63.4,1
5522,5,125.0,1
5523,3,72.0,1
5524,3,73.0,1
5525,4,95.0,1
5526,4,70.4,1
5527,4,70.4,1
5528,2,46.98,1
5529,5,135.0,1
5530,4,70.0,1
5531,2,85.0,1
5532,2,85.0,1
5533,2,54.5,1
5534,2,85.0,1
5535,2,85.0,1
5536,2,85.0,1
5537,2,85.0,1
5538,2,85.0,1
5539,2,85.0,1
5540,2,85.0,1
5541,2,85.0,1
5542,2,85.0,1
5543,2,85.0,1
5544,2,85.0,1
5545,2,85.0,1
5546,2,85.0,1
5547,2,85.0,1
5548,2,85.0,1
5549,2,85.0,1
5550,2,85.0,1
5551,2,85.0,1
5552,2,85.0,1
5553,2,54.5,1
5554,2,85.0,1
5555,2,85.0,1
5556,2,54.5,1
5557,2,85.0,1
5558,2,85.0,1
5559,2,85.0,1
5560,2,85.0,1
5561,2,42.5,1
5562,2,85.0,1
5563,2,85.0,1
5564,2,54.5,1
5565,2,85.0,1
5566,2,85.0,1
5567,2,85.0,1
5568,2,85.0,1
5569,2,54.5,1
5570,2,85.0,1
5571,2,54.5,1
5572,2,85.0,1
5573,5,113.0,1
5574,3,90.0,1
5575,4,95.0,1
5576,3,84.0,1
5577,2,52.2,1
5578,2,46.98,1
5579,3,73.0,1
5580,5,101.7,1
5581,2,52.2,1
5582,3,58.0,1
5583,2,52.2,1
5584,2,52.2,1
5585,5,101.7,1
5586,2,52.2,1
5587,3,72.5,1
5588,2,84.96,1
5589,3,46.75,1
5590,3,74.76,1
5591,4,55.83,1
5592,2,58.0,1
5593,4,88.0,1
5594,3,74.76,1
5595,4,56.11,1
5596,3,73.0,1
5597,1,115.55,1
5598,3,52.56,1
5599,2,58.0,1
5600,2,73.8,1
5601,2,65.6,1
5602,3,71.7,1
5603,3,90.0,1
5604,4,88.0,1
5605,2,52.2,1
5606,4,95.0,1
5607,2,48.98,1
5608,3,65.7,1
5609,2,64.0,1
5610,2,46.98,1
5611,4,88.0,1
5612,2,48.98,1
5613,2,31.45,1
5614,7,100.3,1
5615,2,37.4,1
5616,3,52.56,1
5617,2,0.0,1
5618,2,70.0,1
5619,2,42.0,1
5620,2,44.1,1
5621,2,73.0,1
5622,3,65.7,1
5623,3,74.75,1
5624,4,95.0,1
5625,6,118.7,1
5626,3,74.4,1
5627,2,65.0,1
5628,2,37.56,1
5629,3,65.7,1
5630,3,65.7,1
5631,3,73.0,1
5632,2,40.76,1
5633,3,80.0,1
5634,4,79.2,1
5635,5,124.5,1
5636,2,97.0,1
5637,2,65.0,1
5638,4,79.2,1
5639,4,118.0,1
5640,2,58.0,1
5641,2,58.0,1
5642,3,73.0,1
5643,2,65.4,1
5644,3,50.59,1
5645,2,85.0,1
5646,4,88.0,1
5647,2,41.62,1
5648,3,52.56,1
5649,3,48.75,1
5650,2,48.6,1
5651,2,41.4,1
5652,2,39.0,1
5653,2,48.6,1
5654,6,115.0,1
5655,6,115.0,1
5656,2,35.1,1
5657,2,55.89,1
5658,6,83.05,1
5659,4,95.0,1
5660,5,122.0,1
5661,3,53.87,1
5662,4,74.7,1
5663,2,46.98,1
5664,4,58.95,1
5665,4,82.96,1
5666,2,71.0,1
5667,2,65.0,1
5668,2,75.0,1
5669,7,144.0,1
5670,2,65.0,1
5671,2,39.95,1
5672,3,65.7,1
5673,3,73.0,1
5674,2,64.09,1
5675,2,88.0,1
5676,4,79.2,1
5677,2,46.0,1
5678,2,46.0,1
5679,2,46.0,1
5680,2,46.0,1
5681,2,46.0,1
5682,2,46.0,1
5683,2,46.0,1
5684,2,46.0,1
5685,2,46.0,1
5686,2,46.0,1
5687,2,30.0,1
5688,2,30.0,1
5689,2,46.0,1
5690,2,46.0,1
5691,2,46.0,1
5692,2,46.0,1
5693,2,46.0,1
5694,2,46.0,1
5695,4,95.0,1
5696,2,52.2,1
5697,2,52.2,1
5698,5,125.0,1
5699,4,70.4,1
5700,2,95.0,1
5701,2,70.0,1
5702,4,73.15,1
5703,3,78.56,1
5704,3,80.16,1
5705,2,67.0,1
5706,2,67.0,1
5707,4,105.0,1
5708,2,67.0,1
5709,2,67.0,1
5710,4,105.0,1
5711,2,80.0,1
5712,2,67.0,1
5713,2,67.0,1
5714,2,26.0,1
5715,2,67.0,1
5716,2,67.0,1
5717,2,67.0,1
5718,2,67.0,1
5719,2,58.0,1
5720,2,48.0,1
5721,2,48.0,1
5722,2,50.0,1
5723,2,48.0,1
5724,2,54.0,1
5725,2,48.0,1
5726,2,48.0,1
5727,2,48.0,1
5728,2,48.0,1
5729,2,50.0,1
5730,2,48.0,1
5731,2,48.0,1
5732,2,48.0,1
5733,2,48.0,1
5734,2,48.0,1
5735,2,48.0,1
5736,2,48.0,1
5737,2,0.0,1
5738,2,48.0,1
5739,2,48.0,1
5740,2,48.0,1
5741,2,48.0,1
5742,2,48.0,1
5743,2,48.0,1
5744,2,48.0,1
5745,2,48.0,1
5746,2,48.0,1
5747,2,48.0,1
5748,2,48.0,1
5749,2,48.0,1
5750,2,48.0,1
5751,3,73.0,1
5752,2,48.0,1
5753,2,48.0,1
5754,2,48.0,1
5755,2,48.0,1
5756,2,48.0,1
5757,2,48.0,1
5758,2,48.0,1
5759,5,135.0,1
5760,4,63.36,1
5761,4,118.0,1
5762,4,124.0,1
5763,4,58.95,1
5764,4,58.95,1
5765,2,0.0,1
5766,3,86.0,1
5767,2,42.0,1
5768,5,135.0,1
5769,4,119.0,1
5770,4,109.0,1
5771,3,73.0,1
5772,6,130.0,1
5773,4,88.0,1
5774,5,135.0,1
5775,4,79.2,1
5776,2,43.19,1
5777,2,46.4,1
5778,2,43.76,1
5779,2,46.4,1
5780,2,85.0,1
5781,3,53.87,1
5782,3,52.56,1
5783,3,53.87,1
5784,3,53.87,1
5785,3,73.0,1
5786,2,39.69,1
5787,3,65.7,1
5788,3,46.18,1
5789,3,46.18,1
5790,3,46.18,1
5791,4,79.2,1
5792,3,73.0,1
5793,3,73.0,1
5794,4,59.93,1
5795,2,85.0,1
5796,2,42.5,1
5797,2,54.5,1
5798,2,54.5,1
5799,2,86.0,1
5800,2,85.0,1
5801,2,85.0,1
5802,2,54.5,1
5803,2,54.5,1
5804,2,85.0,1
5805,2,85.0,1
5806,2,85.0,1
5807,2,85.0,1
5808,2,85.0,1
5809,2,86.0,1
5810,2,85.0,1
5811,2,85.0,1
5812,2,54.5,1
5813,2,85.0,1
5814,2,86.0,1
5815,2,85.0,1
5816,2,85.0,1
5817,2,85.0,1
5818,2,54.5,1
5819,2,54.5,1
5820,2,85.0,1
5821,2,85.0,1
5822,2,85.0,1
5823,2,85.0,1
5824,2,85.0,1
5825,2,85.0,1
5826,2,85.0,1
5827,2,85.0,1
5828,2,85.0,1
5829,2,85.0,1
5830,2,85.0,1
5831,2,85.0,1
5832,2,85.0,1
5833,2,54.5,1
5834,2,86.0,1
5835,2,0.0,1
5836,2,8.0,1
5837,2,70.0,1
5838,2,70.0,1
5839,2,70.0,1
5840,2,70.0,1
5841,2,70.0,1
5842,2,70.0,1
5843,2,70.0,1
5844,2,70.0,1
5845,2,70.0,1
5846,2,70.0,1
5847,2,70.0,1
5848,2,70.0,1
5849,2,70.0,1
5850,2,70.0,1
5851,2,70.0,1
5852,2,70.0,1
5853,2,8.0,1
5854,2,70.0,1
5855,2,70.0,1
5856,2,70.0,1
5857,2,70.0,1
5858,2,70.0,1
5859,2,70.0,1
5860,2,70.0,1
5861,2,70.0,1
5862,2,70.0,1
5863,2,70.0,1
5864,2,70.0,1
5865,4,79.2,1
5866,6,113.19,1
5867,7,152.0,1
5868,2,46.4,1
5869,3,73.0,1
5870,3,46.75,1
5871,2,54.0,1
5872,2,41.4,1
5873,2,49.0,1
5874,2,58.0,1
5875,2,49.0,1
5876,2,63.0,1
5877,2,58.0,1
5878,2,87.0,1
5879,2,85.0,1
5880,2,85.0,1
5881,2,54.5,1
5882,2,85.0,1
5883,2,87.0,1
5884,2,85.0,1
5885,2,54.5,1
5886,2,54.5,1
5887,2,87.0,1
5888,2,85.0,1
5889,2,85.0,1
5890,2,85.0,1
5891,2,85.0,1
5892,2,85.0,1
5893,2,0.0,1
5894,2,87.0,1
5895,2,85.0,1
5896,2,85.0,1
5897,2,85.0,1
5898,2,85.0,1
5899,2,85.0,1
5900,2,85.0,1
5901,2,56.5,1
5902,2,85.0,1
5903,2,85.0,1
5904,2,85.0,1
5905,2,85.0,1
5906,2,54.5,1
5907,2,54.5,1
5908,2,54.5,1
5909,2,85.0,1
5910,2,85.0,1
5911,2,85.0,1
5912,2,54.5,1
5913,2,85.0,1
5914,2,85.0,1
5915,2,85.0,1
5916,2,85.0,1
5917,2,85.0,1
5918,2,85.0,1
5919,2,85.0,1
5920,3,52.2,1
5921,3,73.0,1
5922,2,75.0,1
5923,3,79.0,1
5924,3,52.2,1
5925,2,46.98,1
5926,2,44.45,1
5927,7,140.0,1
5928,3,46.75,1
5929,4,79.2,1
5930,5,101.7,1
5931,3,74.76,1
5932,3,46.75,1
5933,3,85.0,1
5934,2,46.98,1
5935,2,48.08,1
5936,2,46.98,1
5937,2,46.98,1
5938,2,46.98,1
5939,2,41.75,1
5940,2,46.0,1
5941,2,46.0,1
5942,2,46.0,1
5943,2,46.0,1
5944,2,46.0,1
5945,2,46.0,1
5946,2,46.0,1
5947,2,46.0,1
5948,2,46.0,1
5949,2,46.0,1
5950,2,75.0,1
5951,2,46.4,1
5952,2,37.4,1
5953,2,37.4,1
5954,4,79.2,1
5955,2,52.2,1
5956,4,118.0,1
5957,4,79.2,1
5958,4,5.25,1
5959,4,63.36,1
5960,2,72.0,1
5961,2,55.0,1
5962,2,55.0,1
5963,3,96.0,1
5964,2,46.98,1
5965,2,65.0,1
5966,2,58.0,1
5967,2,58.0,1
5968,2,55.0,1
5969,2,55.0,1
5970,2,55.0,1
5971,2,55.0,1
5972,2,55.0,1
5973,2,55.0,1
5974,2,55.0,1
5975,2,55.0,1
5976,2,55.0,1
5977,2,55.0,1
5978,2,55.0,1
5979,2,55.0,1
5980,2,55.0,1
5981,2,0.0,1
5982,3,67.2,1
5983,2,55.0,1
5984,2,55.0,1
5985,2,55.0,1
5986,2,72.0,1
5987,2,55.0,1
5988,2,55.0,1
5989,4,79.2,1
5990,4,105.0,1
5991,2,82.0,1
5992,6,0.0,1
5993,3,110.25,1
5994,2,58.0,1
5995,2,39.83,1
5996,2,49.0,1
5997,5,101.7,1
5998,2,39.83,1
5999,2,41.33,1
6000,3,125.5,1
6001,4,88.0,1
6002,4,58.95,1
6003,4,63.0,1
6004,4,60.3,1
6005,4,60.3,1
6006,4,63.0,1
6007,3,86.0,1
6008,2,17.5,1
6009,4,74.7,1
6010,4,105.0,1
6011,2,89.0,1
6012,2,50.02,1
6013,4,84.96,1
6014,4,118.0,1
6015,2,57.11,1
6016,4,82.03,1
6017,2,89.0,1
6018,2,0.0,1
6019,2,89.0,1
6020,2,0.0,1
6021,3,80.0,1
6022,3,80.0,1
6023,7,135.6,1
6024,2,41.4,1
6025,6,89.3,1
6026,3,75.33,1
6027,3,103.0,1
6028,2,88.0,1
6029,2,88.0,1
6030,2,62.83,1
6031,5,135.0,1
6032,3,65.0,1
6033,2,52.2,1
6034,5,129.29,1
6035,2,46.98,1
6036,2,66.0,1
6037,3,76.76,1
6038,5,113.57,1
6039,3,74.76,1
6040,2,113.0,1
6041,2,72.0,1
6042,2,52.2,1
6043,2,52.2,1
6044,2,50.88,1
6045,2,72.0,1
6046,3,90.0,1
6047,4,105.0,1
6048,3,80.0,1
6049,3,73.0,1
6050,2,58.0,1
6051,2,85.2,1
6052,3,90.0,1
6053,2,66.0,1
6054,3,63.92,1
6055,3,107.0,1
6056,2,34.85,1
6057,2,79.3,1
6058,4,63.36,1
6059,2,77.0,1
6060,2,75.0,1
6061,2,48.72,1
6062,3,65.7,1
6063,4,118.0,1
6064,2,52.98,1
6065,2,68.0,1
6066,2,67.6,1
6067,2,67.67,1
6068,2,67.67,1
6069,2,66.0,1
6070,2,66.0,1
6071,2,45.0,1
6072,2,66.0,1
6073,2,66.0,1
6074,2,66.0,1
6075,2,66.0,1
6076,2,60.0,1
6077,2,69.0,1
6078,2,66.0,1
6079,2,66.0,1
6080,2,66.0,1
6081,2,66.0,1
6082,2,70.29,1
6083,2,71.14,1
6084,2,66.75,1
6085,2,66.0,1
6086,3,53.87,1
6087,2,52.2,1
6088,2,60.0,1
6089,3,55.68,1
6090,3,79.13,1
6091,3,79.13,1
6092,6,80.85,1
6093,3,105.0,1
6094,3,109.75,1
6095,3,78.56,1
6096,3,105.0,1
6097,3,105.0,1
6098,5,101.7,1
6099,2,46.0,1
6100,2,66.0,1
6101,2,66.0,1
6102,2,65.0,1
6103,2,52.0,1
6104,4,130.4,1
6105,2,66.0,1
6106,2,66.0,1
6107,2,46.0,1
6108,3,109.4,1
6109,2,52.2,1
6110,2,65.0,1
6111,2,40.0,1
6112,3,26.0,1
6113,3,53.87,1
6114,2,71.96,1
6115,2,46.98,1
6116,2,66.0,1
6117,7,175.0,1
6118,2,60.0,1
6119,2,64.0,1
6120,2,60.0,1
6121,2,96.0,1
6122,2,72.0,1
6123,2,60.0,1
6124,2,60.0,1
6125,2,59.0,1
6126,2,58.0,1
6127,2,101.0,1
6128,3,65.7,1
6129,2,60.0,1
6130,2,66.0,1
6131,2,64.0,1
6132,2,62.0,1
6133,2,66.0,1
6134,2,72.0,1
6135,2,66.0,1
6136,2,66.0,1
6137,2,60.0,1
6138,2,66.0,1
6139,2,68.0,1
6140,2,60.0,1
6141,2,60.0,1
6142,2,66.0,1
6143,2,66.0,1
6144,2,60.0,1
6145,2,60.0,1
6146,2,46.0,1
6147,2,60.0,1
6148,2,60.0,1
6149,2,72.0,1
6150,2,46.5,1
6151,2,80.0,1
6152,3,65.7,1
6153,2,6.0,1
6154,2,60.0,1
6155,2,60.0,1
6156,2,60.0,1
6157,2,60.0,1
6158,4,115.0,1
6159,2,43.78,1
6160,4,87.46,1
6161,4,87.46,1
6162,5,139.0,1
6163,4,100.55,1
6164,2,58.0,1
6165,2,58.0,1
6166,2,58.0,1
6167,2,58.0,1
6168,2,58.0,1
6169,3,73.0,1
6170,2,58.0,1
6171,2,58.0,1
6172,2,46.98,1
6173,2,58.0,1
6174,2,58.0,1
6175,2,58.0,1
6176,2,58.0,1
6177,2,58.0,1
6178,2,60.0,1
6179,3,57.8,1
6180,2,58.0,1
6181,4,100.55,1
6182,2,58.0,1
6183,5,139.0,1
6184,2,62.2,1
6185,5,145.0,1
6186,2,59.28,1
6187,3,62.48,1
6188,2,57.28,1
6189,2,57.28,1
6190,3,62.48,1
6191,2,60.0,1
6192,2,42.5,1
6193,2,85.0,1
6194,2,85.0,1
6195,2,83.16,1
6196,2,85.0,1
6197,2,85.0,1
6198,2,54.5,1
6199,2,54.5,1
6200,2,54.5,1
6201,2,54.5,1
6202,2,85.0,1
6203,2,85.0,1
6204,2,85.0,1
6205,2,54.5,1
6206,2,85.0,1
6207,2,54.5,1
6208,2,54.5,1
6209,2,87.0,1
6210,2,85.0,1
6211,2,46.93,1
6212,2,59.3,1
6213,2,59.24,1
6214,2,59.3,1
6215,2,85.0,1
6216,2,85.0,1
6217,2,85.0,1
6218,2,59.3,1
6219,3,55.0,1
6220,2,66.63,1
6221,2,76.86,1
6222,2,66.63,1
6223,3,55.0,1
6224,3,128.28,1
6225,3,82.83,1
6226,3,79.84,1
6227,4,99.0,1
6228,3,94.5,1
6229,3,94.5,1
6230,3,65.2,1
6231,3,105.81,1
6232,2,52.58,1
6233,3,105.81,1
6234,4,79.2,1
6235,2,0.0,1
6236,2,0.0,1
6237,2,0.0,1
6238,2,89.67,1
6239,2,65.0,1
6240,7,136.2,1
6241,2,57.0,1
6242,2,71.2,1
6243,2,79.26,1
6244,2,66.34,1
6245,2,73.71,1
6246,2,66.34,1
6247,2,68.06,1
6248,3,116.43,1
6249,3,116.43,1
6250,2,66.34,1
6251,4,95.95,1
6252,2,56.72,1
6253,2,58.95,1
6254,2,77.0,1
6255,2,105.8,1
6256,4,95.04,1
6257,4,83.0,1
6258,2,48.71,1
6259,2,80.0,1
6260,4,131.5,1
6261,3,67.79,1
6262,2,87.49,1
6263,2,80.0,1
6264,2,80.0,1
6265,3,123.71,1
6266,3,46.75,1
6267,2,57.34,1
6268,3,72.9,1
6269,2,80.0,1
6270,2,116.11,1
6271,5,162.71,1
6272,2,80.0,1
6273,3,64.9,1
6274,3,64.9,1
6275,4,88.5,1
6276,2,57.0,1
6277,3,78.0,1
6278,2,57.0,1
6279,2,110.0,1
6280,2,110.0,1
6281,2,110.0,1
6282,2,110.0,1
6283,2,110.0,1
6284,2,90.0,1
6285,2,99.0,1
6286,5,165.0,1
6287,2,110.0,1
6288,2,110.0,1
6289,2,90.0,1
6290,2,110.0,1
6291,2,110.0,1
6292,2,110.0,1
6293,2,110.0,1
6294,2,110.0,1
6295,3,85.5,1
6296,2,148.0,1
6297,2,64.0,1
6298,3,64.9,1
6299,1,58.1,1
6300,2,80.0,1
6301,2,114.0,1
6302,2,72.0,1
6303,2,72.0,1
6304,6,145.0,1
6305,7,171.0,1
6306,2,72.0,1
6307,4,148.0,1
6308,5,137.89,1
6309,2,82.0,1
6310,2,81.0,1
6311,3,70.11,1
6312,5,169.0,1
6313,2,119.0,1
6314,2,97.3,1
6315,2,97.3,1
6316,2,97.3,1
6317,2,97.3,1
6318,2,97.3,1
6319,4,99.0,1
6320,2,97.3,1
6321,2,97.3,1
6322,2,97.3,1
6323,2,97.5,1
6324,2,109.5,1
6325,2,116.0,1
6326,2,97.3,1
6327,2,77.85,1
6328,3,125.0,1
6329,2,110.0,1
6330,2,72.0,1
6331,4,99.0,1
6332,2,118.71,1
6333,2,80.0,1
6334,2,59.0,1
6335,3,92.7,1
6336,2,60.9,1
6337,3,90.9,1
6338,2,77.84,1
6339,2,53.55,1
6340,2,72.98,1
6341,2,100.8,1
6342,2,64.8,1
6343,2,64.8,1
6344,2,105.0,1
6345,2,122.14,1
6346,3,95.0,1
6347,5,138.71,1
6348,2,75.34,1
6349,7,148.71,1
6350,2,116.0,1
6351,4,99.0,1
6352,2,72.0,1
6353,3,64.9,1
6354,2,51.85,1
6355,2,79.84,1
6356,2,109.0,1
6357,5,169.0,1
6358,5,169.0,1
6359,2,123.0,1
6360,2,113.0,1
6361,2,80.0,1
6362,2,80.0,1
6363,3,102.43,1
6364,4,140.0,1
6365,5,140.0,1
6366,3,85.5,1
6367,2,87.0,1
6368,5,121.5,1
6369,2,65.0,1
6370,2,65.0,1
6371,2,65.0,1
6372,2,116.0,1
6373,2,109.0,1
6374,4,99.0,1
6375,2,116.1,1
6376,2,117.0,1
6377,4,99.0,1
6378,3,95.73,1
6379,2,99.9,1
6380,2,129.9,1
6381,7,145.0,1
6382,2,78.5,1
6383,2,50.88,1
6384,2,109.0,1
6385,2,115.67,1
6386,2,115.67,1
6387,2,119.0,1
6388,2,129.0,1
6389,2,94.86,1
6390,2,94.86,1
6391,3,85.5,1
6392,2,118.86,1
6393,3,85.5,1
6394,3,109.86,1
6395,4,78.5,1
6396,2,119.0,1
6397,4,102.3,1
6398,2,85.5,1
6399,3,87.5,1
6400,2,122.33,1
6401,2,122.33,1
6402,2,110.0,1
6403,2,55.44,1
6404,2,116.0,1
6405,4,125.6,1
6406,2,137.67,1
6407,2,93.0,1
6408,2,72.0,1
6409,2,56.52,1
6410,2,119.0,1
6411,2,63.9,1
6412,2,63.9,1
6413,2,110.0,1
6414,2,120.3,1
6415,2,129.0,1
6416,2,141.0,1
6417,2,105.56,1
6418,2,141.0,1
6419,2,60.35,1
6420,2,151.0,1
6421,2,72.0,1
6422,4,99.0,1
6423,2,64.8,1
6424,2,95.4,1
6425,5,161.0,1
6426,2,129.0,1
6427,2,129.0,1
6428,2,72.0,1
6429,3,108.0,1
6430,7,194.0,1
6431,4,99.0,1
6432,2,53.85,1
6433,2,64.8,1
6434,2,64.8,1
6435,2,64.8,1
6436,2,120.0,1
6437,7,194.0,1
6438,4,131.67,1
6439,2,81.0,1
6440,2,54.9,1
6441,4,99.0,1
6442,2,81.0,1
6443,2,129.0,1
6444,2,106.0,1
6445,2,72.0,1
6446,4,113.0,1
6447,2,72.0,1
6448,2,77.85,1
6449,2,110.0,1
6450,2,110.0,1
6451,2,110.0,1
6452,2,110.0,1
6453,2,110.0,1
6454,2,110.0,1
6455,2,110.0,1
6456,2,110.0,1
6457,2,110.0,1
6458,2,110.0,1
6459,2,110.0,1
6460,2,110.0,1
6461,2,110.0,1
6462,2,110.0,1
6463,2,110.0,1
6464,2,110.0,1
6465,2,129.0,1
6466,2,58.0,1
6467,2,164.0,1
6468,5,189.0,1
6469,2,110.0,1
6470,2,110.0,1
6471,2,110.0,1
6472,2,110.0,1
6473,2,110.0,1
6474,2,110.0,1
6475,2,110.0,1
6476,2,110.0,1
6477,2,110.0,1
6478,2,110.0,1
6479,2,110.0,1
6480,2,110.0,1
6481,5,189.0,1
6482,2,110.0,1
6483,3,108.9,1
6484,7,194.0,1
6485,7,171.0,1
6486,7,193.0,1
6487,3,62.48,1
6488,5,114.75,1
6489,2,0.0,1
6490,2,107.1,1
6491,3,121.0,1
6492,2,99.0,1
6493,4,136.0,1
6494,2,129.0,1
6495,2,116.0,1
6496,3,103.05,1
6497,2,120.0,1
6498,2,72.0,1
6499,5,135.0,1
6500,7,232.0,1
6501,2,129.0,1
6502,2,129.0,1
6503,2,106.0,1
6504,2,72.0,1
6505,3,65.83,1
6506,2,53.12,1
6507,2,53.12,1
6508,2,57.6,1
6509,3,67.54,1
6510,4,99.0,1
6511,2,51.85,1
6512,4,99.0,1
6513,2,72.0,1
6514,3,121.0,1
6515,2,72.0,1
6516,5,161.0,1
6517,2,112.0,1
6518,1,201.5,1
6519,4,89.1,1
6520,2,57.6,1
6521,6,138.47,1
6522,2,48.88,1
6523,3,88.9,1
6524,4,81.0,1
6525,4,81.0,1
6526,2,57.15,1
6527,2,64.8,1
6528,2,59.31,1
6529,2,55.44,1
6530,2,72.0,1
6531,4,102.35,1
6532,5,176.0,1
6533,5,176.0,1
6534,2,129.0,1
6535,7,194.0,1
6536,7,194.0,1
6537,4,99.0,1
6538,2,69.71,1
6539,4,99.0,1
6540,6,96.43,1
6541,2,129.0,1
6542,4,98.6,1
6543,2,57.0,1
6544,2,161.0,1
6545,2,161.0,1
6546,2,57.0,1
6547,2,129.0,1
6548,5,179.0,1
6549,5,176.0,1
6550,2,161.0,1
6551,4,113.0,1
6552,2,129.0,1
6553,2,99.64,1
6554,7,183.5,1
6555,5,147.0,1
6556,5,135.0,1
6557,3,77.64,1
6558,5,121.5,1
6559,3,77.64,1
6560,2,72.0,1
6561,2,72.0,1
6562,2,59.6,1
6563,5,121.5,1
6564,2,161.0,1
6565,2,141.0,1
6566,2,103.2,1
6567,4,159.0,1
6568,2,128.8,1
6569,2,116.0,1
6570,7,194.0,1
6571,4,136.0,1
6572,4,99.0,1
6573,5,121.5,1
6574,4,78.5,1
6575,2,110.0,1
6576,4,99.0,1
6577,2,75.65,1
6578,2,57.6,1
6579,5,135.0,1
6580,3,85.5,1
6581,4,99.0,1
6582,3,85.5,1
6583,3,85.0,1
6584,3,85.0,1
6585,5,145.0,1
6586,2,65.75,1
6587,5,189.19,1
6588,2,122.33,1
6589,2,60.35,1
6590,2,60.35,1
6591,2,72.0,1
6592,4,136.0,1
6593,2,115.75,1
6594,2,103.75,1
6595,2,103.75,1
6596,2,103.75,1
6597,7,150.57,1
6598,2,100.0,1
6599,2,84.0,1
6600,3,85.5,1
6601,3,85.5,1
6602,2,72.0,1
6603,2,72.0,1
6604,2,72.0,1
6605,3,85.5,1
6606,3,156.75,1
6607,3,85.5,1
6608,2,72.0,1
6609,3,85.5,1
6610,3,85.5,1
6611,2,72.0,1
6612,2,72.0,1
6613,3,62.9,1
6614,3,62.9,1
6615,2,79.84,1
6616,4,99.0,1
6617,3,68.0,1
6618,2,64.8,1
6619,2,72.0,1
6620,2,72.0,1
6621,2,72.0,1
6622,2,72.0,1
6623,2,72.0,1
6624,2,67.5,1
6625,2,64.8,1
6626,2,72.0,1
6627,3,85.5,1
6628,4,136.0,1
6629,4,100.3,1
6630,2,54.72,1
6631,2,108.17,1
6632,2,57.6,1
6633,5,135.0,1
6634,5,141.67,1
6635,2,106.0,1
6636,3,92.36,1
6637,2,92.0,1
6638,2,92.0,1
6639,2,92.0,1
6640,2,92.0,1
6641,2,92.0,1
6642,2,92.0,1
6643,2,92.0,1
6644,2,92.0,1
6645,2,92.0,1
6646,2,92.0,1
6647,2,92.0,1
6648,2,92.0,1
6649,2,92.0,1
6650,2,92.0,1
6651,2,92.0,1
6652,2,92.0,1
6653,2,92.0,1
6654,2,92.0,1
6655,2,76.0,1
6656,2,92.0,1
6657,5,169.0,1
6658,2,92.0,1
6659,2,92.0,1
6660,2,92.0,1
6661,2,76.0,1
6662,2,92.0,1
6663,2,92.0,1
6664,2,57.51,1
6665,2,8.0,1
6666,2,57.51,1
6667,2,57.51,1
6668,2,57.51,1
6669,2,0.0,1
6670,4,171.0,1
6671,2,79.0,1
6672,3,121.0,1
6673,4,76.5,1
6674,7,194.0,1
6675,2,72.0,1
6676,2,72.0,1
6677,3,85.5,1
6678,2,106.0,1
6679,2,73.5,1
6680,2,56.72,1
6681,3,94.0,1
6682,7,174.0,1
6683,5,179.0,1
6684,7,194.0,1
6685,4,99.0,1
6686,2,53.84,1
6687,5,121.5,1
6688,3,70.0,1
6689,2,76.5,1
6690,4,85.3,1
6691,3,90.0,1
6692,2,72.0,1
6693,2,72.0,1
6694,7,179.0,1
6695,2,72.0,1
6696,2,129.0,1
6697,2,120.0,1
6698,6,169.0,1
6699,2,118.0,1
